alim_code;alim_nom_fr;Energie (kcal/100 g);Protéines (g/100 g);Glucides (g/100 g);Lipides (g/100 g)
9445;Farine de blé tendre ou froment T80;355;9,95;73,2;1,18
9480;Farine d'épeautre (grand épeautre);352;11,4;64;3
9510;Amidon de maïs ou fécule de maïs;362;0,43;89,2;0,25
9520;Farine de riz;357;7,62;73,9;2,5
9530;Farine de seigle T170;315;15,9;44,8;2,22
9532;Farine de seigle T85;344;8,12;70,7;1,37
9533;Farine de seigle T130;344;7,24;70,9;1,12
9540;Farine de sarrasin;348;11,5;68,4;2,19
9545;Farine de maïs;361;6,23;78,1;2,1
9550;Farine d'orge;339;9,91;64,5;2,3
9555;Farine de millet;350;10,2;63,2;4,1
9580;Farine de pois chiche;359;22,4;47;6,69
20900;Farine de soja;460;35,8;22,9;21,4
96781;Amidon de riz;343;0,6;85;0
23402;Pâte à pizza fine, crue;279;7,71;44,6;7,01
23410;Pâte brisée, crue;377;5,35;43,6;19,5
23412;Pâte brisée, matière grasse végétale, cuite;505;7,47;58,3;26,4
23414;Pâte brisée, pur beurre, crue;384;5,77;44,9;19,5
23415;Pâte brisée, pur beurre, surgelée, crue;387;5,65;43,3;20,7
23416;Pâte brisée, pur beurre, cuite;497;7,58;61,1;23,9
23420;Pâte feuilletée, matière grasse végétale, crue;377;5,41;41,4;20,4
23421;Pâte feuilletée, surgelée, crue;400;3,28;33,3;27,4
23422;Pâte feuilletée, cuite;531;7,19;54,1;31
23424;Pâte feuilletée pur beurre, crue;368;5,6;39,7;20,1
23425;Pâte feuilletée pur beurre, surgelée crue;398;4,99;35,3;25,8
23426;Pâte feuilletée pur beurre, cuite;509;4,61;57;28,7
23430;Feuille de brick, cuite à sec sans matière grasse;378;6,16;82,4;1,76
23440;Pâte sablée, crue;404;5,3;51;19,6
23442;Pâte sablée, cuite;505;5,7;64,4;24,6
23444;Pâte sablée pur beurre, crue;383;5,95;53,6;15,8
23445;Pâte phyllo ou Pâte filo, crue;289;7,1;50,8;6
23446;Pâte sablée pur beurre, surgelée, crue;423;4,9;60,9;17,5
23448;Pâte sablée pur beurre, cuite;469;6,2;63;20,9
37001;Pâte à pizza crue;240;7,05;44,2;3,45
51550;Khatfa feuille de brick, préemballée;283;7;59;1,5
96778;Pâte à pizza cuite;324;7,75;55,3;7,1
6584;Viande blanche, cuite (aliment moyen);173;28,1;0,26;6,55
6585;Viande rouge, cuite (aliment moyen);195;26;0,027;10,1
6999;Viande cuite (aliment moyen);182;27,2;0,24;8,04
36900;Volaille, cuite (aliment moyen);166;27,6;0,28;5,96
6100;Boeuf, entrecôte, partie maigre, grillée/poêlée;198;25,5;< 0,1;10,7
6101;Boeuf, braisé;240;32,1;0;12,4
6104;Boeuf, gîte à la noix, cuit;102;21;0,2;1,9
6105;Boeuf, faux-filet, rôti/cuit au four;194;28,8;traces;8,71
6110;Boeuf, faux-filet, grillé/poêlé;182;27,1;0;8,17
6123;Boeuf, plat de côtes, braisé;269;37,3;0;13,3
6131;Boeuf, hampe, grillée/poêlée;174;21,6;traces;9,76
6141;Boeuf, joue, braisée ou bouillie;236;39,2;traces;8,82
6151;Boeuf, jarret, bouilli/cuit à l'eau;161;31;traces;4,1
6161;Boeuf, tende de tranche, grillée/poêlée;141;28,7;traces;2,92
6162;Boeuf, tende de tranche, rôtie/cuite au four;146;29,8;traces;3,03
6200;Boeuf, steak ou bifteck, grillé;128;27,6;traces;1,95
6205;Boeuf, onglet, grillé;171;23;traces;8,8
6207;Boeuf, rumsteck, grillé;123;25;traces;2,5
6208;Boeuf, boule de macreuse, grillée/poêlée;144;26,7;traces;4,11
6210;Boeuf, rosbif, rôti/cuit au four;117;21,9;0,3;3,16
6211;Boeuf, bavette d'aloyau, grillée/poêlée;162;25;traces;6,94
6214;Boeuf, boule de macreuse, rôtie/cuite au four;147;27,3;traces;4,2
6230;Boeuf, à bourguignon ou pot-au-feu, cuit;172;34;traces;4,05
6241;Boeuf, collier, braisé;184;33;traces;5,8
6251;Boeuf, steak haché 5% MG, cuit;155;25,5;0;5,85
6253;Boeuf, steak haché 10% MG, cuit;210;26,1;0;11,8
6255;Boeuf, steak haché 15% MG, cuit;239;23,6;0;16,1
6257;Boeuf, steak haché 20% MG, cuit;265;23;0,14;19,2
6259;Boeuf, steak haché, cuit (aliment moyen);231;23,8;0,0018;15,1
6271;Boeuf, paleron, braisé ou bouilli;251;36,8;0,2;11,4
6310;Boeuf, queue, bouillie/cuite à l'eau;196;28;traces;9,3
6511;Veau, côte, grillée/poêlée;156;25,1;0;6,24
6512;Veau, carré, sauté/poêlé;171;28;traces;6,6
6520;Veau, escalope, cuite;147;31;traces;2,5
6523;Veau, noix, grillée/poêlée;147;29,1;traces;3,44
6524;Veau, noix, rôtie;147;29,1;traces;3,44
6531;Veau, filet, rôti/cuit au four;201;23,4;0,5;11,7
6551;Veau, rôti, cuit;143;28,1;0;3,39
6562;Veau, épaule, grillée/poêlée;166;27,6;traces;6,17
6563;Veau, épaule, braisée ou bouillie;219;36,4;traces;8,14
6564;Veau, viande, cuite (aliment moyen);169;29;0,74;5,55
6581;Veau, jarret, braisé ou bouilli;207;37,4;traces;6,43
6582;Veau, tête, bouillie/cuite à l'eau;187;21;traces;11,4
6591;Veau, collier, braisé ou bouilli;233;34,9;traces;10,4
28007;Porc, longe, cuite;240;27,1;0;14,7
28009;Porc, palette, crue;208;24,8;traces;12,1
28010;Porc, épaule, cuite;253;30;0;14,8
28101;Porc, côte, grillée;211;29,6;0;10,3
28103;Porc, rouelle de jambon, cuite;266;36,9;traces;13,1
28105;Porc, carré, cuit;206;34,1;0,6;7,45
28202;Porc, filet, maigre, en rôti, cuit;198;28,3;0;9,39
28203;Porc, filet mignon, cuit;168;26,1;traces;7,1
28205;Porc, viande, cuite (aliment moyen);205;29,1;0,24;9,78
28301;Porc, rôti, cuit;163;30,5;0,65;4,31
28401;Porc, travers, braisé;333;23,1;0,13;26,6
28451;Porc, échine, rôtie/cuite au four;295;26,2;< 0,1;21,2
28461;Porc, escalope de jambon, cuite;200;36;traces;6,2
36004;Poulet, cuisse, viande et peau, rôtie/cuite au four;213;25,9;2;11,3
36005;Poulet, viande et peau, rôti/cuit au four;213;28,9;2,1;9,88
36006;Poulet, cuisse, viande, rôti/cuit au four;171;24,8;0;8,03
36018;Poulet, filet, sans peau, sauté/poêlé;141;30,1;0;2
36030;Poulet, cuisse, viande, bouilli/cuit à l'eau;188;24,8;0,7;9,52
36031;Poulet, cuisse, viande et peau, bouilli/cuit à l'eau;188;26,1;< 0,55;9,1
36032;Poulet, poitrine, viande et peau, rôti/cuit au four;189;29,8;0;7,78
36033;Poulet, aile, viande et peau, rôti/cuit au four;247;23,8;0;16,9
36041;Poulet, filet, sans peau, sauté/poêlé, bio;144;31,1;0;1,8
36302;Dinde, viande, rôtie/cuite au four;151;29,1;0;3,84
36306;Dinde, escalope, sautée/poêlée;124;28,5;0;1,09
36308;Dinde, escalope, rôtie/cuite au four;128;24,6;0,5;3,04
21501;Agneau, côtelette, grillée;240;25,7;traces;15,2
21503;Agneau, gigot, rôti/cuit au four;169;26,8;0;6,85
21506;Agneau, épaule, rôtie/cuite au four;252;30,5;< 0,1;14,5
21507;Agneau, épaule, maigre, rôtie/cuite au four;197;24,9;0;10,8
21508;Agneau, collier, braisé ou bouilli;365;33,6;traces;25,6
21509;Agneau, côte filet, grillée/poêlée;157;26,3;traces;5,78
21512;Agneau, côte première, grillée/poêlée;185;26,1;0;9,01
21513;Agneau, selle, partie maigre, rôtie/cuite au four;153;26,1;0;5,45
21518;Agneau, gigot, grillé/poêlé;174;27,6;traces;7,08
21519;Agneau, gigot, braisé;222;35,2;traces;9,03
21520;Agneau, selle, partie maigre, grillée/poêlée;153;26,1;traces;5,45
21522;Agneau, côte ou côtelette, cuite (aliment moyen);157;26,3;0;5,78
21523;Agneau, viande, cuite (aliment moyen);208;28,1;0,011;10,6
21524;Agneau, côte ou côtelette, grillée/poêlée (aliment moyen);157;26,3;0;5,78
14000;Chevreuil, rôti/cuit au four;150;30,2;0;3,19
14003;Sanglier, rôti/cuit au four;153;28,3;0;4,38
14007;Cerf, rôti/cuit au four;150;30,2;0;3,19
14008;Gibier à poil, cuit (aliment moyen);152;29,6;0;3,74
36402;Faisan, viande, rôtie/cuite au four;239;32,4;0;12,1
36603;Gibier à plumes, viande, cuit (aliment moyen);217;25,1;0;13
6902;Cheval, viande, rôtie/cuite au four;138;28;0;2,85
6906;Cheval, tende de tranche, grillée/poêlée;135;27,9;traces;2,58
6907;Cheval, faux-filet, grillé/poêlé;163;26,6;traces;6,27
6908;Cheval, entrecôte, grillée/poêlée;169;28,2;traces;6,24
6909;Cheval, faux-filet, rôti/cuit au four;173;28,3;traces;6,68
6910;Cheval, tende de tranche, rôtie/cuite au four;144;29,7;traces;2,75
21801;Chevreau, cuit;136;27,1;0;3,03
34000;Lapin, viande braisée;197;30,4;0;8,41
34002;Lapin, viande cuite;167;20,5;0,5;9,2
34004;Lapin de garenne, viande, cuite;164;33;0;3,51
36051;Chapon, viande et peau, rôti/cuit au four;221;29;0;11,7
36102;Caille, viande et peau, cuite;206;26,8;0;10,9
36200;Canard, viande et peau, rôti/cuit au four;331;19;0;28,4
36202;Canard, viande, rôtie/cuite au four;194;23,3;0;11,2
36205;Canard, magret, grillé/poêlé;222;26,7;traces;12,8
36502;Oie, viande, rôtie/cuite au four;230;29;0;12,7
36503;Oie, viande et peau, rôtie/cuite au four;298;25,2;0;21,9
36602;Pigeon, viande, rôtie/cuite au four;213;23,9;0;13
36801;Autruche, viande cuite;168;26,2;0;7,07
40003;Cervelle, agneau, cuite;145;12,6;0,8;10,2
40004;Cervelle, porc, braisée;174;12,4;< 0,05;13,8
40007;Cervelle, veau, cuite;133;11,5;0;9,63
40053;Coeur, boeuf, cuit;133;23;0,15;4,5
40056;Coeur, poulet, cuit;177;26,4;0,1;7,92
40057;Coeur, dinde, cuit;167;24,9;0;7,52
40059;Coeur, agneau, cuit;179;25;1,93;7,91
40103;Foie, agneau, cuit;157;23;3,16;5,8
40105;Foie, génisse, cuit;165;26,3;2,2;5,71
40107;Foie, veau, cuit;121;19;4,47;3,02
40109;Foie, volaille, cuit;164;25,8;0;6,4
40113;Foie, porc, cuit;159;26;3,76;4,4
40116;Foie, poulet, cuit;160;24,5;0,8;6,51
40118;Foie, dinde, cuit;182;27;0;8,18
40201;Langue, veau, cuite;237;21;0;17
40203;Langue, boeuf, cuite;235;23,7;0;15,6
40303;Ris, agneau, cuit;227;22,8;0;15,1
40305;Ris, veau, braisé ou sauté/poêlé;136;21;0;5,8
40401;Rognon, cuit (aliment moyen);161;26,1;0;6,31
40403;Rognon, boeuf, cuit;171;27;0;7
40405;Rognon, porc, cuit;144;25,4;0;4,7
40406;Rognon, agneau, braisé;127;23,7;0;3,62
40408;Rognon, veau, braisé ou sauté/poêlé;167;26;0;7
40601;Abat, cuit (aliment moyen);162;25,1;1,36;6,24
40701;Gésier, canard, confit, appertisé;149;32,4;0;2,1
6001;Boeuf, côte, crue;251;18,7;traces;19,6
6002;Boeuf, épaule, crue;168;20,4;0;9,64
6003;Boeuf, basse-côte, crue;201;19;1,45;13,2
6102;Boeuf, gîte à la noix, cru;148;21,3;0;7,05
6103;Boeuf, entrecôte, crue;231;19,4;0;17,1
6106;Boeuf, rond de gîte, cru;111;22,9;0,38;2,02
6111;Boeuf, faux-filet, cru;152;22,3;0,6;6,74
6116;Boeuf, filet, cru;132;21,6;0,22;4,95
6122;Boeuf, plat de côtes, cru;287;18,4;0;23,7
6130;Boeuf, hampe, crue;154;19;0;8,63
6140;Boeuf, joue, crue;136;22,3;0,4;5,02
6150;Boeuf, jarret, cru;122;20,9;0;4,25
6160;Boeuf, tende de tranche, crue;116;23,1;0,57;2,34
6201;Boeuf, steak ou bifteck, cru;223;19,2;0;16,2
6202;Boeuf, boule de macreuse, crue;118;21,8;0;3,36
6204;Boeuf, onglet, cru;138;19,9;0,62;6,18
6206;Boeuf, rumsteck, cru;114;22,5;0,4;2,5
6212;Boeuf, bavette d'aloyau, crue;133;20,4;0;5,67
6231;Boeuf, à bourguignon ou pot-au-feu, cru;164;24;0;7,5
6240;Boeuf, collier, cru;198;20,1;0,78;12,7
6250;Boeuf, steak haché 5% MG, cru;130;21,9;0,3;4,59
6252;Boeuf, steak haché 10% MG, cru;171;20;< 0,05;10,1
6254;Boeuf, steak haché 15% MG, cru;209;20,2;0,47;14,1
6256;Boeuf, steak haché 20% MG, cru;249;17,3;0;20
6270;Boeuf, paleron, cru;144;21,2;0;6,54
6311;Boeuf, queue, crue;203;21,5;0,23;12,9
6510;Veau, côte, crue;189;18,3;0;12,9
6513;Veau, carré, cru;145;19,5;0,4;7,25
6521;Veau, escalope, crue;108;20,7;0,58;2,6
6522;Veau, noix, crue;111;21,8;0;2,58
6530;Veau, filet, cru;95;20,6;0;1,4
6535;Veau, steak haché 20% MG, cru;243;16,7;0,4;19,5
6536;Veau, steak haché 15% MG, cru;208;18,2;traces;15
6540;Veau, poitrine, crue;176;18,7;0;11,2
6550;Veau, rôti, cru;145;27,3;0;3,96
6560;Veau, épaule, crue;124;20,7;0;4,63
6580;Veau, pied, cru;184;19,1;traces;12
6583;Veau, jarret, cru;118;21,3;0;3,66
6590;Veau, collier, cru;133;19,8;traces;5,92
28001;Porc, épaule, crue;178;18,9;0,38;11,2
28002;Porc, poitrine, crue;253;17;0;20,5
28003;Porc, longe, crue;175;20,8;0,75;9,89
28004;Porc, jarret, cru;187;19,9;0;12
28100;Porc, côte, crue;164;19,8;0,38;9,3
28102;Porc, rouelle de jambon, crue;149;20,2;0;7,56
28104;Porc, carré, cru;146;22,7;0,4;5,94
28201;Porc, filet, maigre, cru;117;21,2;0;3,6
28204;Porc, filet mignon, cru;123;21,2;0,4;4,09
28300;Porc, rôti, cru;153;22,3;0,5;6,86
28302;Porc, échine, crue;198;18;0,1;14
28400;Porc, travers, cru;237;18;0,6;18
28460;Porc, escalope de jambon, crue;129;21,5;0;4,76
28470;Porc, bardière découennée, crue;744;4,51;0,1;80,6
28471;Porc, gorge, découennée, crue;475;11,6;0,14;47,5
28472;Porc, hachage sans jarret, sans bateau, découenné, dégraissé, désossé, cru;187;18,9;0,23;12,3
28473;Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru;141;20,9;0,28;6,3
28474;Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru;148;20,2;0,28;7,31
28475;Porc, maigre 90/10, cru;212;18,8;0,24;15,1
28476;Porc, maigre 80/20, cru;293;17,3;0,26;24,7
28477;Porc, palette, découennée, dégraissée, désossée, crue;174;19,9;0,25;10,4
28479;Porc, poitrine cutter, sans mouille, crue;323;15,9;0,22;28,7
28480;Porc, rôti filet avec chaînette, cru;146;22,3;0,37;6,2
36002;Poulet, cuisse, viande et peau, cru;192;17,3;0;13,5
36003;Poulet, viande, crue;113;20;0;3,73
36007;Poulet (var. blanc), viande et peau, cru;123;21,2;0;4,3
36008;Poulet fermier, viande et peau, cru;135;21,5;0,2;5,4
36016;Poulet, viande et peau, cru;173;20,2;0,3;10,1
36017;Poulet, filet, sans peau, cru;110;23,4;0;1,5
36019;Poulet, haut de cuisse, viande, cru;116;19,7;0;4,12
36020;Poulet éviscéré sans abats, cru;210;18,6;traces;15,1
36022;Poulet, pilon, cru;155;18,4;0;9,05
36023;Poulet, aile, viande et peau, cru;181;20,4;0;11
36024;Poulet, cuisse, viande, cru;114;19,3;0;4,05
36029;Poulet, poitrine, viande et peau, cru;157;21,1;0;8,08
36037;Poulet, cuisse, viande et peau, cru, bio;193;18,1;0;13,3
36038;Poulet, cuisse, viande et peau, cru, label rouge;173;19,1;0;10,6
36039;Poulet, filet, sans peau, cru, bio;118;24,6;0;1,8
36040;Poulet, filet, sans peau, cru, label rouge;113;25,2;0;1
36300;Dinde, viande et peau, crue;132;23,4;0;4,31
36301;Dinde, viande, crue;110;22,4;0,8;1,88
36304;Dinde, escalope, crue;109;24,1;0,51;1,22
36305;Dinde, cuisse, viande et peau, crue;150;19,8;0;7,85
36307;Dinde, cuisse, viande sans peau, crue;109;21,3;0,4;2,5
36310;Dinde, aile, crue;192;20,2;0;12,3
21001;Mouton, viande, crue;137;20,6;traces;6,11
21003;Mouton, épaule, crue;204;18,3;0,1;14,5
21004;Mouton, pied, cru;204;18,1;traces;14,6
21005;Mouton, tête, crue;204;18,1;traces;14,6
21006;Mouton, gigot, cru;225;18;traces;17
21500;Agneau, côtelette, crue;368;14,4;0;34,5
21502;Agneau, gigot, cru;128;20;0,48;5,13
21504;Agneau, épaule, crue;170;18,3;0,45;10,6
21505;Agneau, épaule, maigre, crue;139;19,6;0;6,76
21514;Agneau, collier, cru;195;18;traces;13,7
21515;Agneau, selle, crue;236;17,5;0;18,4
21516;Agneau, côte filet, crue;242;17,6;2,3;18
21517;Agneau, côte première, crue;276;16,9;0;23,1
21521;Agneau, côte ou côtelette, crue (aliment moyen);273;16,3;0,92;22,6
21525;Agneau, côte découverte, crue;205;16,3;1,38;15
14002;Sanglier, cru;147;20,7;0;7,13
14004;Lièvre, viande crue;111;21,6;0;2,67
14005;Chevreuil, cru;110;23;0;2
14006;Cerf, cru;113;23,7;0;2,04
36401;Faisan, viande, cru;127;23,3;0;3,78
36403;Faisan, viande et peau, cru;164;23,2;0;7,95
6900;Cheval, viande, crue;167;18,8;0,6;10
6901;Cheval, steak, cru;129;21,4;0,4;4,6
6903;Cheval, tende de tranche, crue;106;22,7;traces;1,68
6904;Cheval, faux-filet, cru;121;22,2;traces;3,58
6905;Cheval, entrecôte, crue;118;22,1;traces;3,34
21800;Chevreau, cru;103;20,6;0;2,31
34001;Lapin, viande crue;189;20,4;0,66;11,6
34003;Lapin de garenne, viande, crue;108;21,8;0;2,32
36000;Poule, viande et peau, crue;215;17,8;0,4;15,8
36001;Poule, viande ,crue;124;20,9;0;4,51
36014;Poule, cuisse, crue;131;19,6;0;5,92
36050;Chapon, viande et peau, cru;183;21,8;0;10,6
36100;Caille, viande et peau, crue;136;21,5;0;5,55
36101;Caille, viande, crue;126;22,5;0,5;3,81
36201;Canard, viande, crue;126;19,4;0;5,33
36203;Canard, cuisse avec peau, sans os, crue;103;18,7;traces;3,1
36204;Canard, viande et peau, cru;284;17,4;2,75;22,6
36206;Canard, magret, cru;340;17,9;0,85;29,4
36500;Oie, viande crue;155;22,6;0;7,12
36501;Oie, viande et peau, crue;365;15,7;0;33,6
36600;Pigeon, cru;222;18,9;0,7;16
36700;Pintade, crue;143;22,8;0;5,75
36702;Pintade, poitrine, crue;107;25,1;0;0,7
36703;Pintade, cuisse, crue;121;21,3;0;4
36800;Autruche, viande crue;159;20,2;0;8,7
40002;Cervelle, agneau, crue;122;10,4;0,8;8,58
40005;Cervelle, porc, crue;124;10,3;0;9,21
40006;Cervelle, veau, crue;117;10,3;0,5;8,21
40052;Coeur, boeuf, cru;103;18,5;0,7;2,95
40054;Coeur, poulet, cru;149;15,6;0,7;9,32
40055;Coeur, dinde, cru;135;16,7;0,4;7,44
40058;Coeur, agneau, cru;119;16,5;0,4;5,68
40060;Coeur, porc, cru;109;17,1;0,4;4,33
40062;Coeur, veau, cru;106;16,1;1,8;3,84
40102;Foie, agneau, cru;148;21,8;2,92;5,45
40104;Foie, génisse, cru;138;21;3,67;4,3
40106;Foie, veau, cru;120;15,5;5,64;3,4
40108;Foie, volaille, cru;133;21,3;1,13;4,88
40110;Foie, lapin, cru;132;19;5;4
40111;Foie, poulet, cru;121;18,8;1,1;4,62
40115;Foie, dinde, cru;123;18,3;0;5,5
40119;Foie, porc, cru;127;20,6;1,85;4,2
40120;Foie, oie, cru;129;16,3;6,3;4,29
40121;Foie, canard, cru;131;18,7;3,5;4,62
40202;Langue, boeuf, crue;193;16,8;0,4;13,8
40204;Langue, veau, crue;151;17;0,9;8,84
40205;Langue, porc, crue;191;16,6;0,5;13,6
40207;Langue, agneau, crue;167;15,4;1,75;10,9
40302;Ris, agneau, cru;122;14,6;0;7,04
40304;Ris, veau, cru;96,6;17,4;0;3,02
40402;Rognon, boeuf, cru;95,9;17,1;0,9;2,65
40404;Rognon, porc, cru;97,9;16,4;1,1;3,13
40407;Rognon, agneau, cru;94,1;14,7;1,13;3,43
40409;Rognon, veau, cru;86,1;16;0,2;2,36
40502;Tripes, boeuf, crues;81,5;12,1;0;3,69
40600;Sang, boeuf, cru;82,1;19,5;0,8;0,12
40700;Gésier, poulet, cru;105;17,3;0,6;3,75
30900;Charcuterie (aliment moyen);238;19,7;1,47;17,1
8429;Jambon persillé en gelée;152;19;0,48;7,9
28700;Jambon de porc à cuire ou Jambon à rôtir/cuire au four;161;19,9;0;9,08
28727;Filet de bacon;118;23,1;0,7;2,6
28803;Jambon cuit, fumé;135;20;0,79;5,8
28900;Jambon cuit, supérieur;125;20,8;0,81;4,28
28901;Jambon cuit, supérieur, avec couenne;137;20,2;0,91;5,82
28902;Jambon cuit, supérieur, découenné;117;20,5;0,77;3,52
28905;Jambon à l'os braisé;238;21,6;0,3;16,8
28906;Jambon cuit, supérieur, découenné dégraissé;119;20,3;1,03;3,66
28907;Jambon cuit, supérieur, à teneur réduite en sel;121;20,8;0,74;3,83
28910;Jambon cuit, choix;125;19,5;1,7;4,5
28911;Épaule de porc, cuite, choix, découennée dégraissée;121;18;1,93;4,5
28912;Jambon cuit, choix, avec couenne;137;19,4;0,55;6,3
28913;Jambon cuit, choix, découenné dégraissé;114;19,6;1,61;3,24
28917;Rond de jambon cuit;182;20,3;1,4;10,6
28922;Dés, allumettes, râpé ou haché de jambon;121;17,9;2,08;4,46
28924;Épaule de porc, cuite, standard, découennée dégraissée;123;13,7;3,58;5,98
28925;Jambon cuit, de Paris, découenné dégraissé;115;20;1,08;3,42
28929;Dés, allumettes, râpé ou haché de jambon de volaille;132;18;1,58;5,88
28960;Jambonneau, cuit;162;23,2;0,4;7,52
28963;Jambon de poulet ou Blanc de poulet en tranche;106;20,7;1,39;1,79
28964;Jambon de dinde ou Blanc de dinde en tranche;104;20,9;1,29;1,67
28800;Jambon cru;225;25,9;0,76;13,2
28801;Jambon cru, fumé;246;24,2;0,98;16,1
28802;Jambon sec, découenné, dégraissé;192;26,3;0,3;9,5
28804;Jambon cru, fumé, allégé en matière grasse;142;27,7;0,1;3,4
28811;Jambon de Bayonne;228;28;0,63;12,6
28812;Jambon sec;230;28,7;0,48;12,6
28844;Jambon sec de Parme;248;27,2;0,3;15,4
28845;Jambon sec Serrano;235;30,4;0,76;12,3
28850;Coppa;284;25;1;20
28858;Pancetta ou Poitrine roulée sèche;342;20,2;0,75;28,8
30300;Saucisson sec;418;24,2;2,41;34,5
30301;Saucisson sec pur porc;417;28,7;1,79;32,3
30302;Saucisson sec pur porc, qualité supérieure;366;27,7;1,65;27,6
30304;Rosette ou Fuseau;380;24,2;1,79;30,7
30309;Saucisse sèche;451;27,3;1,7;37,1
30311;Saucisson sec aux noix et/ou noisettes;477;27,7;1,78;39,7
30005;Chipolata, cuite;282;18,8;0,8;22,4
30011;Saucisse de Toulouse, cuite;274;18,8;0;22,1
30050;Chair à saucisse, crue;323;14,7;0,6;29,1
30051;Chair à saucisse, pur porc, crue;273;15,4;5,25;21,2
30052;Farce porc et boeuf, crue;309;11,8;4,4;26,5
30102;Saucisse fumée, à cuire;-;16,8;-;30,7
30104;Saucisse de Morteau;397;16;1;36,6
30105;Saucisse de Montbéliard;319;17,3;1;27,3
30108;Saucisse de Morteau, bouillie/cuite à l'eau;323;15,2;0;29,1
30110;Saucisse de Toulouse, crue;327;13,2;1;30
30115;Chipolata, crue;253;15,8;1;20,6
30125;Saucisse alsacienne fumée ou Gendarme;-;19;-;24,9
30130;Saucisse de volaille, façon charcutière;231;16,8;1,19;17,7
30131;Saucisse de volaille, type Knack;236;14;1,82;18,9
30134;Saucisse de Francfort;271;13,7;1,24;23,4
30150;Merguez, crue;316;13,5;2,5;28
30152;Merguez, pur boeuf, crue;-;11;-;43,5
30153;Merguez, porc et boeuf, crue;-;11,5;-;41
30154;Merguez, boeuf, mouton et porc, crue;-;14,6;-;33,3
30155;Merguez, boeuf et mouton, cuite;283;19,8;1,8;21,8
30156;Merguez, boeuf et mouton, crue;315;14;2,8;27,6
30176;Saucisse de foie;374;11,7;0,9;35,9
30177;Diot, cru;-;18;-;30
30742;Saucisse de Strasbourg ou Knack;291;12,4;1,39;25,9
30746;Saucisse cocktail;290;12,7;1,46;25,9
30750;Saucisse viennoise, crue;-;10,3;-;21,3
30764;Saucisse de jambon pur porc;224;15,7;1;17,5
30766;Saucisse de bière;-;13;-;29,7
30778;Saucisse de langue à la pistache;-;15,3;-;25,8
30780;Saucisse (aliment moyen);281;17,3;0,88;23
8120;Confit de foie de porc;346;16;14,1;25
8125;Confit de foie de volaille;356;14;7,42;30
8201;Pâté au poivre vert;358;10,1;1,45;34,6
8206;Pâté au jambon;-;15,2;-;28,6
8211;Pâté ou terrine de campagne;323;15,5;1,5;28,2
